,index,title,pubDate,guid,link,description
269,2877,NI Election 2022: Prime minister to visit NI as DUP blocks assembly,"Fri, 13 May 2022 17:55:33 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-61427418,https://www.bbc.co.uk/news/uk-northern-ireland-61427418?at_medium=RSS&at_campaign=KARANGA,"The DUP's leader says the move shows his party is ""serious"" about resolving the NI Protocol."
270,13098,Court bid to protect tenants from rent-to-rent ‘ghost landlords’,"Thu, 26 Jan 2023 01:35:43 GMT",https://www.bbc.co.uk/news/uk-64378930,https://www.bbc.co.uk/news/uk-64378930?at_medium=RSS&at_campaign=KARANGA,It's hoped a ruling to define what a property landlord is will help tenants in some of England's worst homes.
271,7149,The Hundred: Are the boundaries in the women's competition too small?,"Wed, 24 Aug 2022 18:21:07 GMT",https://www.bbc.co.uk/sport/cricket/62637340,https://www.bbc.co.uk/sport/cricket/62637340?at_medium=RSS&at_campaign=KARANGA,We are seeing more sixes and higher scores in this year's women's Hundred - but is that because the boundaries are too small?
272,13406,Duhan van der Merwe scores sensational Six Nations try as Scotland beat England,"Sat, 04 Feb 2023 18:59:18 GMT",https://www.bbc.co.uk/sport/av/rugby-union/64525710,https://www.bbc.co.uk/sport/av/rugby-union/64525710?at_medium=RSS&at_campaign=KARANGA,"Watch Scotland winger Duhan van der Merwe score a ""sensational"" solo during their thrilling 29-23 Calcutta Cup victory against England in the Six Nations."
273,12961,RRR: Why the Indian action spectacle is charming the West,"Sat, 21 Jan 2023 01:07:58 GMT",https://www.bbc.co.uk/news/world-asia-india-64286680,https://www.bbc.co.uk/news/world-asia-india-64286680?at_medium=RSS&at_campaign=KARANGA,"The Telugu-language film has found unexpected success with US critics, the public and Hollywood stars."
274,926,John Lennon's son opens Yoko Ono performance centre in Liverpool,"Fri, 25 Mar 2022 17:23:02 GMT",https://www.bbc.co.uk/news/uk-england-merseyside-60875141,https://www.bbc.co.uk/news/uk-england-merseyside-60875141?at_medium=RSS&at_campaign=KARANGA,"Sean Lennon talks about his mother's ""great love for Liverpool"" as he opens a centre for live music."
275,1019,What is the background to Will Smith's attack?,"Mon, 28 Mar 2022 10:49:33 GMT",https://www.bbc.co.uk/news/entertainment-arts-60896604,https://www.bbc.co.uk/news/entertainment-arts-60896604?at_medium=RSS&at_campaign=KARANGA,The actor made headlines at the Oscars after hitting the comedian over a joke about his wife.
276,14065,Omagh police attack: John Caldwell 'has suffered life-changing injuries',"Thu, 23 Feb 2023 23:24:34 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-64740066,https://www.bbc.co.uk/news/uk-northern-ireland-64740066?at_medium=RSS&at_campaign=KARANGA,Det Ch Insp John Caldwell is critically ill after being shot multiple times in Omagh.
277,6272,Pelosi visit: Taiwan puts the ball firmly in Xi Jinping's court,"Wed, 03 Aug 2022 05:24:26 GMT",https://www.bbc.co.uk/news/world-asia-62402935,https://www.bbc.co.uk/news/world-asia-62402935?at_medium=RSS&at_campaign=KARANGA,Nancy Pelosi's visit to Taipei has put an increasingly assertive China on the back foot.
278,11490,Eva Kaili: Senior EU lawmaker arrested over alleged bribery by Gulf state,"Sat, 10 Dec 2022 20:21:29 GMT",https://www.bbc.co.uk/news/world-europe-63921002,https://www.bbc.co.uk/news/world-europe-63921002?at_medium=RSS&at_campaign=KARANGA,Prosecutors suspect the country tried to influence European Parliament decisions using bribery.
279,5477,England v South Africa: Sophia Dunkley ton leads hosts to convincing win in second ODI,"Fri, 15 Jul 2022 19:47:56 GMT",https://www.bbc.co.uk/sport/cricket/62185338,https://www.bbc.co.uk/sport/cricket/62185338?at_medium=RSS&at_campaign=KARANGA,Sophia Dunkley hits her maiden international century as England beat South Africa by 114 runs in the second ODI in Bristol.
280,11103,Doctors raise safety fears at Birmingham hospitals,"Thu, 01 Dec 2022 22:32:32 GMT",https://www.bbc.co.uk/news/uk-england-63827648,https://www.bbc.co.uk/news/uk-england-63827648?at_medium=RSS&at_campaign=KARANGA,Whistleblowers allege they were punished for raising concerns at one of England's worst performing trusts.
281,13035,Energy saving scheme: What is the energy saving scheme for electricity?,"Tue, 24 Jan 2023 09:00:18 GMT",https://www.bbc.co.uk/news/business-64372264,https://www.bbc.co.uk/news/business-64372264?at_medium=RSS&at_campaign=KARANGA,A scheme to reward people for cutting back on electricity use is running for a second day.
282,6458,Commonwealth Games: Australia beat India by nine runs to claim cricket gold,"Sun, 07 Aug 2022 20:41:52 GMT",https://www.bbc.co.uk/sport/commonwealth-games/62458211,https://www.bbc.co.uk/sport/commonwealth-games/62458211?at_medium=RSS&at_campaign=KARANGA,Australia continue their dominance of women's cricket with a nine-run win over India at Edgbaston to secure Commonwealth Games gold.
283,7075,Man Utd 2-1 Liverpool: Ten Hag gets big calls right as Manchester United stun Liverpool,"Mon, 22 Aug 2022 22:37:30 GMT",https://www.bbc.co.uk/sport/football/62641019,https://www.bbc.co.uk/sport/football/62641019?at_medium=RSS&at_campaign=KARANGA,Manchester United manager Erik ten Hag shows courage of convictions as his side lift mood of crisis to beat Liverpool.
284,4258,Historic English pubs recognised for their interiors,"Wed, 15 Jun 2022 05:11:21 GMT",https://www.bbc.co.uk/news/uk-england-61797983,https://www.bbc.co.uk/news/uk-england-61797983?at_medium=RSS&at_campaign=KARANGA,"Historic England says the interiors help ""tell the fascinating story of pubs over the centuries""."
285,5845,Pope Francis apologises to indigenous people of Canada,"Mon, 25 Jul 2022 22:48:40 GMT",https://www.bbc.co.uk/news/world-us-canada-62300586,https://www.bbc.co.uk/news/world-us-canada-62300586?at_medium=RSS&at_campaign=KARANGA,Pope Francis apologies to the church-run residential school survivors on Canadian soil.
286,10202,Swingometer inventor Sir David Butler dies at 98,"Wed, 09 Nov 2022 09:51:25 GMT",https://www.bbc.co.uk/news/uk-politics-49979367,https://www.bbc.co.uk/news/uk-politics-49979367?at_medium=RSS&at_campaign=KARANGA,The veteran election night commentator co-invented the swingometer and pioneered exit polls.
287,14995,Met Police: The 'dark corner' of the force where Wayne Couzens worked,"Tue, 21 Mar 2023 15:10:21 GMT",https://www.bbc.co.uk/news/uk-65017475,https://www.bbc.co.uk/news/uk-65017475?at_medium=RSS&at_campaign=KARANGA,"Evidence painted a damning picture of two units, an insidious team, as described by one employee."
288,2771,Ukraine war: Boris Johnson visits Sweden and Finland,"Wed, 11 May 2022 01:21:22 GMT",https://www.bbc.co.uk/news/uk-61402292,https://www.bbc.co.uk/news/uk-61402292?at_medium=RSS&at_campaign=KARANGA,"Boris Johnson will meet the leaders of both nations, as they debate whether to join Nato."
289,3657,"Mountaineer JP Mohr's message: ""We can all reach our summits""","Tue, 31 May 2022 23:20:13 GMT",https://www.bbc.co.uk/news/world-latin-america-61562289,https://www.bbc.co.uk/news/world-latin-america-61562289?at_medium=RSS&at_campaign=KARANGA,Climber JP Mohr died on K2 but the foundation he created continues to inspire children in Chile.
290,14270,The deal at-a-glance,"Mon, 27 Feb 2023 19:50:01 GMT",https://www.bbc.co.uk/news/uk-politics-64790193,https://www.bbc.co.uk/news/uk-politics-64790193?at_medium=RSS&at_campaign=KARANGA,What does the new Windsor Framework agreement between the UK and the EU include?
291,8533,House of Zana owner hopes Zara trademark win will inspire others,"Thu, 29 Sep 2022 05:02:41 GMT",https://www.bbc.co.uk/news/uk-england-tees-62489485,https://www.bbc.co.uk/news/uk-england-tees-62489485?at_medium=RSS&at_campaign=KARANGA,Amber Kotrri says since her victory other businesses said they also received letters from Zara.
292,5810,Face to face with the bandit warlords of Nigeria,"Sun, 24 Jul 2022 23:25:46 GMT",https://www.bbc.co.uk/news/world-africa-62270540,https://www.bbc.co.uk/news/world-africa-62270540?at_medium=RSS&at_campaign=KARANGA,BBC Africa Eye has tracked down the ultra-violent bandit warlords who are raiding villages and abducting schoolchildren across north-western Nigeria.
293,1453,Bucha murders: German report says Russian troops discussed killings,"Thu, 07 Apr 2022 16:46:46 GMT",https://www.bbc.co.uk/news/world-europe-61028380,https://www.bbc.co.uk/news/world-europe-61028380?at_medium=RSS&at_campaign=KARANGA,"Intercepted audio appears to show Russians talking about shooting town residents, Der Spiegel says."
294,11109,Bruce Lehrmann: Australia parliament rape retrial abandoned,"Fri, 02 Dec 2022 00:29:06 GMT",https://www.bbc.co.uk/news/world-australia-63830015,https://www.bbc.co.uk/news/world-australia-63830015?at_medium=RSS&at_campaign=KARANGA,"A retrial of Bruce Lehrmann - who denies rape - would endanger his accuser's life, prosecutors say."
295,6152,Love Island: Ekin-Su and Davide crowned 2022 winners in live final,"Mon, 01 Aug 2022 22:25:29 GMT",https://www.bbc.co.uk/news/entertainment-arts-62380597,https://www.bbc.co.uk/news/entertainment-arts-62380597?at_medium=RSS&at_campaign=KARANGA,Laura Whitmore announced the winners of the ITV2 dating show during Monday's finale.
296,4818,England v South Africa: Issy Wong takes late wickets to boost hosts,"Wed, 29 Jun 2022 18:35:35 GMT",https://www.bbc.co.uk/sport/cricket/61960047,https://www.bbc.co.uk/sport/cricket/61960047?at_medium=RSS&at_campaign=KARANGA,Debutant Issy Wong takes two late wickets to aid England's push for victory over South Africa on day three of the one-off Test at Taunton.
297,3391,NBA Warriors coach on Texas school shooting: 'When are we going to do something?',"Wed, 25 May 2022 06:59:23 GMT",https://www.bbc.co.uk/news/world-us-canada-61576574,https://www.bbc.co.uk/news/world-us-canada-61576574?at_medium=RSS&at_campaign=KARANGA,Golden State Warriors' Steve Kerr condemns gun violence and refuses to answer basketball questions.
298,13546,Mary Queen of Scots: Deposed ruler's secret prison letters found and decoded,"Wed, 08 Feb 2023 12:10:18 GMT",https://www.bbc.co.uk/news/world-europe-64569883,https://www.bbc.co.uk/news/world-europe-64569883?at_medium=RSS&at_campaign=KARANGA,"The letters, written during her English captivity, were found during a trawl of French archives."
299,7447,Ukraine war: 'I'm more scared of my new teacher than of war',"Thu, 01 Sep 2022 00:17:19 GMT",https://www.bbc.co.uk/news/world-europe-62738150,https://www.bbc.co.uk/news/world-europe-62738150?at_medium=RSS&at_campaign=KARANGA,Children and parents share their concerns as just 40% of Ukrainian schools prepare to fully reopen.
300,10962,Big UK trial to find best drugs to fight flu,"Tue, 29 Nov 2022 00:28:31 GMT",https://www.bbc.co.uk/news/health-63783035,https://www.bbc.co.uk/news/health-63783035?at_medium=RSS&at_campaign=KARANGA,Covid scientists will be testing different medications to see what works against winter flu.
301,9156,Did your area have a new record during the July heatwave?,"Fri, 14 Oct 2022 01:51:58 GMT",https://www.bbc.co.uk/news/science-environment-63244353,https://www.bbc.co.uk/news/science-environment-63244353?at_medium=RSS&at_campaign=KARANGA,Half of the UK’s oldest weather stations set new records in the July heatwave.
302,252,UK Covid inquiry draft terms of reference set out,"Fri, 11 Mar 2022 03:41:07 GMT",https://www.bbc.co.uk/news/uk-60697093,https://www.bbc.co.uk/news/uk-60697093?at_medium=RSS&at_campaign=KARANGA,The probe will look at areas including preparedness and the public health response to the pandemic.
303,15028,Did MPs pierce Johnson's armour? The big moments,"Wed, 22 Mar 2023 19:43:48 GMT",https://www.bbc.co.uk/news/uk-politics-65043907,https://www.bbc.co.uk/news/uk-politics-65043907?at_medium=RSS&at_campaign=KARANGA,What were some of the significant responses in Boris Johnson's three hour question session in front of MPs?
304,2514,Durban floods survivors: 'I thought the world was ending',"Wed, 04 May 2022 23:01:17 GMT",https://www.bbc.co.uk/news/world-africa-61325457,https://www.bbc.co.uk/news/world-africa-61325457?at_medium=RSS&at_campaign=KARANGA,"Moeketsi Manake and his family talk about losing everything, including their house, in the Durban floods."
305,4167,"Amazon to begin drone deliveries in Lockeford, California this year","Mon, 13 Jun 2022 23:35:21 GMT",https://www.bbc.co.uk/news/business-61790085,https://www.bbc.co.uk/news/business-61790085?at_medium=RSS&at_campaign=KARANGA,The shopping giant hopes to deliver parcels to shoppers by air for the first time later in 2022.
306,10570,Petrol prices: What is fuel duty and is it going up?,"Fri, 18 Nov 2022 15:44:01 GMT",https://www.bbc.co.uk/news/business-52188448,https://www.bbc.co.uk/news/business-52188448?at_medium=RSS&at_campaign=KARANGA,"Why are UK pump prices at record highs, and when might they fall?"
307,5078,Who is Michelle Donelan and what is the new education secretary facing?,"Wed, 06 Jul 2022 13:33:47 GMT",https://www.bbc.co.uk/news/education-62061251,https://www.bbc.co.uk/news/education-62061251?at_medium=RSS&at_campaign=KARANGA,"The new education secretary will have to take on rising costs for schools, and Covid catch-up pressures."
308,8486,Thousands complain to HMRC about tax repayments,"Wed, 28 Sep 2022 23:01:27 GMT",https://www.bbc.co.uk/news/business-62939663,https://www.bbc.co.uk/news/business-62939663?at_medium=RSS&at_campaign=KARANGA,"The number of people complaining to HMRC about companies claiming tax repayments on their behalf has tripled in two years, a BBC investigation finds."
309,14283,Twitch streamer Kai Cenat breaks subscriber record,"Wed, 01 Mar 2023 17:57:24 GMT",https://www.bbc.co.uk/news/technology-64811710,https://www.bbc.co.uk/news/technology-64811710?at_medium=RSS&at_campaign=KARANGA,"The 21-year-old has amassed 300,000 subscribers, after a month-long 'subathon' to increase viewers."
310,8280,"Champions League: Nearly 2,000 Liverpool fans set to sue Uefa","Fri, 23 Sep 2022 17:46:41 GMT",https://www.bbc.co.uk/news/uk-england-merseyside-63008002,https://www.bbc.co.uk/news/uk-england-merseyside-63008002?at_medium=RSS&at_campaign=KARANGA,Lawyers say Uefa failed to provide a safe environment for fans at the Champions League final in Paris.
311,6963,Climate change forces indigenous islanders in Panama to relocate,"Fri, 19 Aug 2022 23:02:04 GMT",https://www.bbc.co.uk/news/world-latin-america-62497711,https://www.bbc.co.uk/news/world-latin-america-62497711?at_medium=RSS&at_campaign=KARANGA,Magdalena Martínez tells the BBC how she feels about leaving the island she grew up on.
312,4964,Cost of living: Firms warned consumers want more than low prices,"Mon, 04 Jul 2022 23:05:40 GMT",https://www.bbc.co.uk/news/business-62037395,https://www.bbc.co.uk/news/business-62037395?at_medium=RSS&at_campaign=KARANGA,"Companies must be transparent and flexible with customers facing budget pressures, experts say."
313,13998,Kenya to investigate 'sex for work' exposed in BBC tea documentary,"Tue, 21 Feb 2023 19:24:25 GMT",https://www.bbc.co.uk/news/world-africa-64724722,https://www.bbc.co.uk/news/world-africa-64724722?at_medium=RSS&at_campaign=KARANGA,Parliament orders an inquiry after dozens of women speak of abuse on British-operated tea farms.
314,14208,Wizz Air to suspend Moldova flights over airspace safety,"Mon, 27 Feb 2023 19:31:28 GMT",https://www.bbc.co.uk/news/world-europe-64792430,https://www.bbc.co.uk/news/world-europe-64792430?at_medium=RSS&at_campaign=KARANGA,"The suspension, from 14 March, comes after a Russian missile crossed Moldovan skies."
315,3477,Bristol mayor flies nine hours for TED climate conference,"Sat, 28 May 2022 00:58:09 GMT",https://www.bbc.co.uk/news/uk-england-bristol-61596817,https://www.bbc.co.uk/news/uk-england-bristol-61596817?at_medium=RSS&at_campaign=KARANGA,Climate campaigners question Marvin Rees' decision to fly to Vancouver to attend a conference.
316,7545,Victoria Azarenka wants safeguarding improved for female players,"Sun, 04 Sep 2022 08:26:43 GMT",https://www.bbc.co.uk/sport/tennis/62785290,https://www.bbc.co.uk/sport/tennis/62785290?at_medium=RSS&at_campaign=KARANGA,"Victoria Azarenka says tennis needs to improve safeguarding to stop ""vulnerable young ladies getting taken advantage of""."
317,2234,'Being spiked has stopped me from going out again',"Thu, 28 Apr 2022 01:45:10 GMT",https://www.bbc.co.uk/news/newsbeat-61237662,https://www.bbc.co.uk/news/newsbeat-61237662?at_medium=RSS&at_campaign=KARANGA,Drink-spiking victims talk about its impact on them after MPs warn of the long-term consequences.
318,12997,Royal Mail overseas parcels ban 'costing me hundreds of pounds',"Tue, 24 Jan 2023 00:02:09 GMT",https://www.bbc.co.uk/news/business-64374342,https://www.bbc.co.uk/news/business-64374342?at_medium=RSS&at_campaign=KARANGA,Small businesses are still unable to send new parcels overseas two weeks after the Royal Mail cyber-attack.
319,12078,Doctor Who trailer drops for fans at Christmas,"Sun, 25 Dec 2022 19:49:08 GMT",https://www.bbc.co.uk/news/entertainment-arts-64091495,https://www.bbc.co.uk/news/entertainment-arts-64091495?at_medium=RSS&at_campaign=KARANGA,"Russell T Davies says he wants to give fans ""a lovely little Christmas present""."
320,11351,'A&E is absolute chaos - I spent 15 hours on a trolley',"Thu, 08 Dec 2022 00:02:02 GMT",https://www.bbc.co.uk/news/health-63890726,https://www.bbc.co.uk/news/health-63890726?at_medium=RSS&at_campaign=KARANGA,"A shortage of beds is causing severe overcrowding in A&E and putting patients at risk, doctors warn."
321,6434,The Papers: Voters' cost of living fears and drought days away,"Sun, 07 Aug 2022 23:20:08 GMT",https://www.bbc.co.uk/news/blogs-the-papers-62460361,https://www.bbc.co.uk/news/blogs-the-papers-62460361?at_medium=RSS&at_campaign=KARANGA,"A warning to the government to get inflation down before cutting tax and the return of the heatwave, lead Monday's papers."
322,560,Ukraine's Yarmolenko gets Europa winner for West Ham,"Fri, 18 Mar 2022 00:24:49 GMT",https://www.bbc.co.uk/sport/football/60771093,https://www.bbc.co.uk/sport/football/60771093?at_medium=RSS&at_campaign=KARANGA,Ukrainian Andriy Yarmolenko scores the winning goal for West Ham as they beat Sevilla to reach the Europa League quarter-finals on an emotional night.
323,6978,England v South Africa: Ben Stokes will not change approach despite first-Test loss,"Fri, 19 Aug 2022 18:20:44 GMT",https://www.bbc.co.uk/sport/cricket/62611549,https://www.bbc.co.uk/sport/cricket/62611549?at_medium=RSS&at_campaign=KARANGA,Ben Stokes says England will not change their style despite being thrashed by South Africa in the first Test.
324,3745,French Open: Coco Gauff calls for peace and end to gun violence in camera message,"Thu, 02 Jun 2022 19:59:31 GMT",https://www.bbc.co.uk/sport/tennis/61678342,https://www.bbc.co.uk/sport/tennis/61678342?at_medium=RSS&at_campaign=KARANGA,American teenager Coco Gauff says she is comfortable with speaking out about social issues and believes sports stars can use their platform to drive change.
325,8591,Indonesia: More than 120 dead in football stampede,"Sun, 02 Oct 2022 01:03:13 GMT",https://www.bbc.co.uk/news/world-asia-63105945,https://www.bbc.co.uk/news/world-asia-63105945?at_medium=RSS&at_campaign=KARANGA,At least 127 died after police tear-gassed rioting supporters after a match on East Java.
326,12584,Excess deaths in 2022 among worst in 50 years,"Tue, 10 Jan 2023 09:49:57 GMT",https://www.bbc.co.uk/news/health-64209221,https://www.bbc.co.uk/news/health-64209221?at_medium=RSS&at_campaign=KARANGA,"New figures show more than 650,000 people died in the UK last year."
327,14258,'It's a bit weird' - young Mormon missionaries on their bootcamp training,"Tue, 28 Feb 2023 01:01:43 GMT",https://www.bbc.co.uk/news/uk-64790111,https://www.bbc.co.uk/news/uk-64790111?at_medium=RSS&at_campaign=KARANGA,The life of a young Mormon missionary trying to bring others into the religion.
328,896,Italy out of World Cup: Can Azzurri turn 'disaster' against North Macedonia into better future?,"Fri, 25 Mar 2022 12:57:06 GMT",https://www.bbc.co.uk/sport/football/60869213,https://www.bbc.co.uk/sport/football/60869213?at_medium=RSS&at_campaign=KARANGA,"For the first time in their history, Italy will miss a second successive World Cup - now they need to avoid scapegoats and learn from a sporting disaster, says Daniele Verri."
329,13160,Petr Pavel: Ex-general beats populist rival in Czech election,"Sat, 28 Jan 2023 17:13:06 GMT",https://www.bbc.co.uk/news/world-europe-64438955,https://www.bbc.co.uk/news/world-europe-64438955?at_medium=RSS&at_campaign=KARANGA,Defeated former PM Andrej Babis conceded to retired Nato general Petr Pavel on Saturday afternoon.
330,2474,Why half a million people watch me study on TikTok,"Wed, 04 May 2022 01:10:13 GMT",https://www.bbc.co.uk/news/education-61305442,https://www.bbc.co.uk/news/education-61305442?at_medium=RSS&at_campaign=KARANGA,"With exams coming up, students are turning to Yehya's live study streams to revise."
331,5406,Comedian Rhod Gilbert receiving treatment for cancer,"Thu, 14 Jul 2022 20:23:29 GMT",https://www.bbc.co.uk/news/uk-wales-62167691,https://www.bbc.co.uk/news/uk-wales-62167691?at_medium=RSS&at_campaign=KARANGA,The comedian cancelled shows last week after saying he was struggling with neck and throat pain.
332,12469,Quiz of the week: What was Cristiano Ronaldo's off-field own goal?,"Thu, 05 Jan 2023 16:37:38 GMT",https://www.bbc.co.uk/news/world-64170357,https://www.bbc.co.uk/news/world-64170357?at_medium=RSS&at_campaign=KARANGA,How closely have you been paying attention to what's been going on over the past seven days?
333,7511,Deptford: The London high street voted one of the world's coolest,"Sun, 04 Sep 2022 00:20:00 GMT",https://www.bbc.co.uk/news/uk-england-london-62693537,https://www.bbc.co.uk/news/uk-england-london-62693537?at_medium=RSS&at_campaign=KARANGA,Deptford High Street was named one of the world's top 33 streets but does it face an uncertain future?
334,1010,Alzheimer's: Neil Kinnock supporting wife through disease,"Mon, 28 Mar 2022 09:13:19 GMT",https://www.bbc.co.uk/news/uk-wales-60835796,https://www.bbc.co.uk/news/uk-wales-60835796?at_medium=RSS&at_campaign=KARANGA,"The ex-Labour leader says his wife Glenys, who has Alzheimer's, has been ""a continent of rocks""."
335,6513,The Papers: 'Wake up zombies!' and 'Truss softens on handouts',"Tue, 09 Aug 2022 22:35:05 GMT",https://www.bbc.co.uk/news/blogs-the-papers-62487008,https://www.bbc.co.uk/news/blogs-the-papers-62487008?at_medium=RSS&at_campaign=KARANGA,The spiralling cost of living and the ongoing Tory leadership race lead the papers.
336,13099,"Can these rocks really power light bulbs? No, say the experts","Thu, 26 Jan 2023 00:47:51 GMT",https://www.bbc.co.uk/news/64390767,https://www.bbc.co.uk/news/64390767?at_medium=RSS&at_campaign=KARANGA,Viral videos of minerals with apparent electrical properties are not what they seem.
337,11848,The mind games of Argentina's dancing hero,"Sun, 18 Dec 2022 20:51:26 GMT",https://www.bbc.co.uk/sport/football/64019545,https://www.bbc.co.uk/sport/football/64019545?at_medium=RSS&at_campaign=KARANGA,Emi Martinez's penalty shootout mind games help secure an incredible win for Argentina and make the dancing goalkeeper a hero.
338,1631,Oliviers 2022: Jason Manford's best jokes and 7 other highlights,"Mon, 11 Apr 2022 04:37:42 GMT",https://www.bbc.co.uk/news/entertainment-arts-61024410,https://www.bbc.co.uk/news/entertainment-arts-61024410?at_medium=RSS&at_campaign=KARANGA,Jason Manford's references to the Oscars slap were among several memorable moments at the ceremony.
339,2866,Author Benjamin Myers on the crop-circle makers who 'blew people's minds',"Fri, 13 May 2022 00:04:06 GMT",https://www.bbc.co.uk/news/entertainment-arts-61332202,https://www.bbc.co.uk/news/entertainment-arts-61332202?at_medium=RSS&at_campaign=KARANGA,A new novel follows the men who owned up to making crop circles - but some of the mystery remains.
340,14350,King's coronation oil will be animal-cruelty free,"Fri, 03 Mar 2023 23:08:07 GMT",https://www.bbc.co.uk/news/uk-64836101,https://www.bbc.co.uk/news/uk-64836101?at_medium=RSS&at_campaign=KARANGA,A new version of sacred oil to be used at the King's coronation has been consecrated in Jerusalem.
341,13417,"Truss's tax cuts clearly wrong approach, says Shapps","Sun, 05 Feb 2023 14:11:05 GMT",https://www.bbc.co.uk/news/uk-64530150,https://www.bbc.co.uk/news/uk-64530150?at_medium=RSS&at_campaign=KARANGA,"Grant Shapps, who briefly served in Liz Truss's cabinet, said inflation must fall before taxes are cut."
342,8452,Missing Doncaster cockatiel prompts unusual search tactic by owner,"Tue, 27 Sep 2022 15:48:52 GMT",https://www.bbc.co.uk/news/uk-england-south-yorkshire-63049093,https://www.bbc.co.uk/news/uk-england-south-yorkshire-63049093?at_medium=RSS&at_campaign=KARANGA,"Emma Jenkinson carries cockatiel Snowy in a special carrier to try and lure Pippy, its mate, home."
343,2588,Election results 2022: Boris Johnson admits tough losses for Tories,"Sat, 07 May 2022 00:57:25 GMT",https://www.bbc.co.uk/news/uk-politics-61343355,https://www.bbc.co.uk/news/uk-politics-61343355?at_medium=RSS&at_campaign=KARANGA,"The Conservatives lose nearly 500 council seats, while the Lib Dems make big gains in southern England."
344,2026,UK elections 2022: A really simple guide,"Thu, 21 Apr 2022 09:30:56 GMT",https://www.bbc.co.uk/news/uk-politics-60304595,https://www.bbc.co.uk/news/uk-politics-60304595?at_medium=RSS&at_campaign=KARANGA,"Local elections in England, Wales and Scotland, and a general election in Northern Ireland, will happen on 5 May."
345,759,Almost 400 migrants cross Channel on small boats,"Wed, 23 Mar 2022 00:59:21 GMT",https://www.bbc.co.uk/news/uk-60843470,https://www.bbc.co.uk/news/uk-60843470?at_medium=RSS&at_campaign=KARANGA,"A further 467 people were intercepted by French authorities attempting to cross, the Home Office says."
346,689,"Grenfell tragedy: Government is failing to act on inquiry report, says London mayor","Mon, 21 Mar 2022 06:00:30 GMT",https://www.bbc.co.uk/news/uk-60816108,https://www.bbc.co.uk/news/uk-60816108?at_medium=RSS&at_campaign=KARANGA,"Delay puts lives at risk, says Sadiq Khan as he says London Fire Brigade have made changes asked of them."
347,6957,Josephine Tewson: Keeping Up Appearances actress dies at 91,"Fri, 19 Aug 2022 16:05:39 GMT",https://www.bbc.co.uk/news/entertainment-arts-62605184,https://www.bbc.co.uk/news/entertainment-arts-62605184?at_medium=RSS&at_campaign=KARANGA,Josephine Tewson played Hyacinth Bucket's nervous neighbour Elizabeth in the 1990s TV sitcom.
348,3952,How Margaret Thatcher's secret Brahms phone was invented,"Tue, 07 Jun 2022 23:47:32 GMT",https://www.bbc.co.uk/news/world-61712621,https://www.bbc.co.uk/news/world-61712621?at_medium=RSS&at_campaign=KARANGA,Brahms was the UK's first portable encrypted communications system designed to allow talk securely.
349,3399,Texas shooting: How a sunny Uvalde school day ended in bloodshed,"Wed, 25 May 2022 21:53:18 GMT",https://www.bbc.co.uk/news/world-us-canada-61577777,https://www.bbc.co.uk/news/world-us-canada-61577777?at_medium=RSS&at_campaign=KARANGA,Eyewitnesses describe how a quiet Texan school became the site of one of the country's worst attacks.
350,5820,Is hay fever getting worse in the UK?,"Sun, 24 Jul 2022 23:49:00 GMT",https://www.bbc.co.uk/news/uk-61823683,https://www.bbc.co.uk/news/uk-61823683?at_medium=RSS&at_campaign=KARANGA,Experts say that climate change could lengthen hay fever season and increase pollen potency.
351,7957,Ukraine war in maps: Tracking the Russian invasion,"Tue, 13 Sep 2022 11:44:17 GMT",https://www.bbc.co.uk/news/world-europe-60506682,https://www.bbc.co.uk/news/world-europe-60506682?at_medium=RSS&at_campaign=KARANGA,Ukrainian counter-attacks have broken through Russian lines in the Kharkiv region.
352,688,Covid: Spring booster jab launches for over-75s and high risk in England,"Mon, 21 Mar 2022 04:20:30 GMT",https://www.bbc.co.uk/news/health-60795121,https://www.bbc.co.uk/news/health-60795121?at_medium=RSS&at_campaign=KARANGA,Experts say it will help keep the most vulnerable protected against severe illness amid rising infections.
353,9114,US midterm elections: Does Finland have the answer to fake news?,"Wed, 12 Oct 2022 21:33:33 GMT",https://www.bbc.co.uk/news/world-europe-63222819,https://www.bbc.co.uk/news/world-europe-63222819?at_medium=RSS&at_campaign=KARANGA,Finns learn in school how to spot media disinformation - is that an approach the US could adopt?
354,6292,Edinburgh Festival: Biggest arts festival in the world begins,"Thu, 04 Aug 2022 22:02:28 GMT",https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-62427442,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-62427442?at_medium=RSS&at_campaign=KARANGA,"Thousands of performers from across the world descend on Edinburgh to put on more than 3,000 shows."
355,10951,World Cup 2022: Wales' Allen backs Bale and Ramsey to shine in England game,"Sun, 27 Nov 2022 13:07:45 GMT",https://www.bbc.co.uk/sport/football/63773912,https://www.bbc.co.uk/sport/football/63773912?at_medium=RSS&at_campaign=KARANGA,Joe Allen says Gareth Bale and Aaron Ramsey can rise to the occasion when Wales face England knowing victory is essential for any chance of World Cup progress.
